"URL","Size","#ofOutlinks","Content-Type"
"https://www.usatoday.com/story/tech/reviewed/2023/02/28/how-many-people-can-watch-hulu-at-once/11034099002/","123741","142","text/html"
"https://www.usatoday.com/sports/nfl/kansas-city-chiefs/","150618","162","text/html"
"https://www.usatoday.com/sitemap/2019/august/","142614","215","text/html"
"https://www.usatoday.com/money/blueprint/banking/cds/best-cd-rates/","832526","308","text/html"
"https://www.usatoday.com/media/latest/photos/tech/","130049","156","text/html"
"https://www.usatoday.com/in-depth/news/investigations/2023/02/23/amber-alerts-missing-kids-how-they-work-where-to-find-them/11272129002/","51852","39","text/html"
"https://www.usatoday.com/sitemap/2013/march/","142531","215","text/html"
"https://www.usatoday.com/entertainment/","178857","179","text/html"
"https://www.usatoday.com/sitemap/2022/july/","142451","215","text/html"
"https://www.usatoday.com/sports/nfl/minnesota-vikings/","151131","162","text/html"
"https://www.usatoday.com/money/blueprint/pet-insurance/best-pet-insurance/","899726","291","text/html"
"https://www.usatoday.com/sitemap/2016/november/","142691","214","text/html"
"https://www.usatoday.com/story/tech/2023/02/24/email-signature-outlook/11089552002/","165322","163","text/html"
"https://www.usatoday.com/picture-gallery/sports/mlb/2018/11/06/mlb-200-millon-contracts/1902796002/","151022","182","text/html"
"https://www.usatoday.com/story/travel/airline-news/2023/02/20/flight-bump-me-what-am-i-owed/11255913002/","176316","167","text/html"
"https://www.usatoday.com/story/money/2022/06/20/richest-person-in-the-world/7664786001/","174756","179","text/html"
"https://www.usatoday.com/story/money/2023/03/01/more-pets-fewer-vets-bring-strain-on-veterinary-profession/11367901002/?gnt-cfr=1","99485","63","text/html"
"https://www.usatoday.com/sports/nfl/denver-broncos/","151657","162","text/html"
"https://www.usatoday.com/sitemap/2017/february/","142525","212","text/html"
"https://www.usatoday.com/comics/","135384","183","text/html"
"https://www.usatoday.com/story/graphics/2023/02/22/giant-penguin-fossil-shows-monster-bird-used-roam-earth/11303369002/","151457","139","text/html"
"https://www.usatoday.com/sports/local/tennessee/","165304","175","text/html"
"https://www.usatoday.com/sitemap/2022/april/","142457","214","text/html"
"https://www.usatoday.com/money/blueprint/credit-cards/best-credit-cards/","874394","297","text/html"
"https://www.usatoday.com/sports/nhl/columbus-blue-jackets/","154663","160","text/html"
"https://www.usatoday.com/marketplace/jobs/","151242","162","text/html"
"https://www.usatoday.com/entertainment/tv/","157826","166","text/html"
"https://www.usatoday.com/sitemap/2016/september/","142766","214","text/html"
"https://www.usatoday.com/story/tech/tips/2022/10/13/how-make-facebook-private/10352496002/","170670","163","text/html"
"https://www.usatoday.com/story/travel/2022/12/05/annual-family-vacation-ideas/10565256002/","165884","159","text/html"
"https://www.usatoday.com/story/sports/nfl/draft/2023/02/28/nfl-mock-draft-2023-anthony-richardson-will-levis-combine/11363554002/","202309","164","text/html"
"https://www.usatoday.com/survivor-pool/cb7d7ad9-221b-4497-934c-7a165af6f3d0","50614","77","text/html"
"https://www.usatoday.com/news/politics/","148947","166","text/html"
"https://www.usatoday.com/sports/nba/phoenix-suns/","153257","160","text/html"
"https://www.usatoday.com/story/news/politics/2023/03/01/havana-syndrome-foreign-adversaries/11374463002/","187034","165","text/html"
"https://www.usatoday.com/sports/high-school-sports-awards/setarrantcounty/","120259","135","text/html"
"https://www.usatoday.com/sports/outdoors/","147908","174","text/html"
"https://www.usatoday.com/sitemap/2015/september/","142769","214","text/html"
"https://www.usatoday.com/story/news/investigations/2023/03/01/airplane-bird-wildlife-collisions-airport-safety-searchable-database/11304772002/","173400","166","text/html"
"https://www.usatoday.com/sports/nba/milwaukee-bucks/","148746","160","text/html"
"https://www.usatoday.com/sports/nfl/","166141","174","text/html"
"https://www.usatoday.com/sports/mlb/","165262","174","text/html"
"https://www.usatoday.com/story/travel/airline-news/2023/02/15/airplane-safety-seatbelt-turbulence/11022374002/","180228","169","text/html"
"https://www.usatoday.com/story/news/2023/03/01/how-many-keys-on-piano/11248807002/","165528","165","text/html"
"https://www.usatoday.com/sitemap/2018/march/","142531","215","text/html"
"https://www.usatoday.com/story/travel/airline-news/2023/02/01/delaware-florida-flights-avelo/11149067002/","188146","166","text/html"
"https://www.usatoday.com/sitemap/2014/","170297","560","text/html"
"https://www.usatoday.com/story/money/personalfinance/2023/02/28/student-loan-debt-payment-prepare/11361626002/","181339","176","text/html"
"https://www.usatoday.com/sitemap/2012/december/","142774","215","text/html"
"https://www.usatoday.com/sitemap/2018/november/","142691","214","text/html"
"https://www.usatoday.com/story/travel/airline-news/2022/12/02/airline-flight-cancellations-delays-compensation/10790186002/","196148","173","text/html"
"https://www.usatoday.com/story/graphics/2023/02/15/inflation-fuels-food-price-increases/11256507002/","149545","140","text/html"
"https://www.usatoday.com/story/news/2022/07/08/what-colors-can-dogs-see/7782284001/","178250","168","text/html"
"https://www.usatoday.com/sports/nfl/san-francisco-49ers/","150350","162","text/html"
"https://www.usatoday.com/money/blueprint/pet-insurance/","482897","266","text/html"
"https://www.usatoday.com/sports/nba/","151144","167","text/html"
"https://www.usatoday.com/media/popular/tech/","127961","156","text/html"
"https://www.usatoday.com/sitemap/2013/december/","142771","215","text/html"
"https://www.usatoday.com/picture-gallery/sports/nfl/2023/02/15/nfl-power-rankings-conclusion-2022-season/11262739002/","159754","183","text/html"
"https://www.usatoday.com/sitemap/2016/august/","142614","215","text/html"
"https://www.usatoday.com/pride/","140749","170","text/html"
"https://www.usatoday.com/story/tech/reviewed/2023/01/20/how-watch-the-mandalorian-season-3-disney/11082985002/","132877","145","text/html"
"https://www.usatoday.com/sitemap/2023/january/","142694","215","text/html"
"https://www.usatoday.com/sports/nfl/las-vegas-raiders/","151859","162","text/html"
"https://www.usatoday.com/story/entertainment/movies/2022/10/18/how-many-pixar-movies-list/8177392001/","195876","179","text/html"
"https://www.usatoday.com/story/news/politics/2023/03/01/covid-pandemic-subcommittee-hold-hearing-alleged-china-lab-leak/11377311002/","170483","166","text/html"
"https://www.usatoday.com/opinion/columnist/","149745","163","text/html"
"https://www.usatoday.com/sitemap/2018/december/","142771","215","text/html"
"https://www.usatoday.com/money/blueprint/credit-cards/","483434","269","text/html"
"https://www.usatoday.com/sports/local/wisconsin/","154288","165","text/html"
"https://www.usatoday.com/media/popular/travel/","130022","156","text/html"
"https://www.usatoday.com/tech/reviewedcom/deals/","133327","161","text/html"
"https://www.usatoday.com/sitemap/2015/july/","142451","215","text/html"
"https://www.usatoday.com/sports/nba/detroit-pistons/","153091","160","text/html"
"https://www.usatoday.com/sports/ncaaf/","174806","172","text/html"
"https://www.usatoday.com/sitemap/2017/may/","142374","215","text/html"
"https://www.usatoday.com/sports/nfl/chicago-bears/","154753","162","text/html"
"https://www.usatoday.com/sitemap/2018/april/","142457","214","text/html"
"https://www.usatoday.com/sports/sports-betting/","144659","157","text/html"
"https://www.usatoday.com/money/blueprint/travel-insurance/what-is-cancel-for-any-reason-travel-insurance/","537187","275","text/html"
"https://www.usatoday.com/sitemap/2016/april/","142457","214","text/html"
"https://www.usatoday.com/media/latest/money/","129528","158","text/html"
"https://www.usatoday.com/sports/college/purdue-boilermakers/","157418","159","text/html"
"https://www.usatoday.com/story/life/2022/11/09/what-most-dangerous-zodiac-sign-breaking-down-12-signs/10128659002/","182555","184","text/html"
"https://www.usatoday.com/media/latest/photos/money/","130710","158","text/html"
"https://www.usatoday.com/media/latest/videos/opinion/","129516","156","text/html"
"https://www.usatoday.com/media/popular/photos/opinion/","129717","156","text/html"
"https://www.usatoday.com/for-you/","143894","135","text/html"
"https://www.usatoday.com/story/sports/nfl/2023/02/27/nfl-cut-candidates-ezekiel-elliott-dalvin-cook-joe-mixon-2023/11332756002/","206269","167","text/html"
"https://www.usatoday.com/life/food-dining/","159049","162","text/html"
"https://www.usatoday.com/story/life/2023/01/19/is-v-8-juice-healthy/10997638002/","172131","169","text/html"
"https://www.usatoday.com/sitemap/2018/may/","142371","215","text/html"
"https://www.usatoday.com/media/latest/entertainment/","132550","158","text/html"
"https://www.usatoday.com/sports/college/butler-bulldogs/","153015","159","text/html"
"https://www.usatoday.com/sitemap/2014/june/","142376","214","text/html"
"https://www.usatoday.com/sitemap/2021/january/","142691","215","text/html"
"https://www.usatoday.com/sports/mls/fc-cincinnati/","153848","160","text/html"
"https://www.usatoday.com/story/sports/nfl/2023/02/02/patrick-mahomes-age-hometown-super-bowl-facts/11155525002/","195517","182","text/html"
"https://www.usatoday.com/media/popular/news/","130970","158","text/html"
"https://www.usatoday.com/sitemap/2022/march/","142534","215","text/html"
"https://www.usatoday.com/sports/soccer/","152666","171","text/html"
"https://www.usatoday.com/story/news/politics/2023/03/01/trump-ron-desantis-robert-allen-new-college-makeover/11367792002/?gnt-cfr=1","100005","65","text/html"
"https://www.usatoday.com/story/entertainment/tv/2023/03/01/wheel-fortune-pat-sajak-snaps-player-almost-breaking-rule/11378486002/","186293","165","text/html"
"https://www.usatoday.com/story/news/world/2023/03/01/train-crash-derailment-greece/11372695002/","198954","167","text/html"
"https://www.usatoday.com/sitemap/2015/june/","142379","214","text/html"
"https://www.usatoday.com/sports/nfl/new-england-patriots/","150121","162","text/html"
"https://www.usatoday.com/money/blueprint/personal-loans/","482764","263","text/html"
"https://www.usatoday.com/story/sports/nfl/columnist/bell/2023/03/01/jalen-carter-arrest-warrant-nfl-draft-georgia-car-accident/11377295002/","191022","163","text/html"
"https://www.usatoday.com/story/news/nation/2023/03/02/alex-murdaugh-lawyers-known-for-court-dramatic-scenes/11373573002/?gnt-cfr=1","97932","65","text/html"
"https://www.usatoday.com/news/race-in-america/","152307","181","text/html"
"https://www.usatoday.com/story/news/2022/10/13/what-is-a-meme-definition-examples/8074548001/","171051","168","text/html"
"https://www.usatoday.com/media/latest/news/nation/","130916","156","text/html"
"https://www.usatoday.com/oscars/","157633","166","text/html"
"https://www.usatoday.com/sitemap/2018/october/","142694","215","text/html"
"https://www.usatoday.com/story/tech/science/2023/02/16/largest-star-universe-red-hypergiant/11075755002/","165570","169","text/html"
"https://www.usatoday.com/sitemap/2013/september/","142769","214","text/html"
"https://www.usatoday.com/sports/nfl/seattle-seahawks/","155001","162","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/02/snow-blankets-west/11378957002/","134993","170","text/html"
"https://www.usatoday.com/story/money/reviewed/2023/02/28/best-amazon-deals-sales/11363956002/","167096","187","text/html"
"https://www.usatoday.com/tech/tips/","167726","172","text/html"
"https://www.usatoday.com/sports/mlb/arizona-diamondbacks/","147481","160","text/html"
"https://www.usatoday.com/media/latest/photos/","132259","166","text/html"
"https://www.usatoday.com/news/health/","155723","166","text/html"
"https://www.usatoday.com/sports/nfl/baltimore-ravens/","156451","162","text/html"
"https://www.usatoday.com/sitemap/2020/october/","142694","215","text/html"
"https://www.usatoday.com/money/blueprint/travel-insurance/","483211","266","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/01/former-lagos-governot-wins-nigeria-elections/11376251002/","134747","170","text/html"
"https://www.usatoday.com/tech/gaming/","171241","172","text/html"
"https://www.usatoday.com/sports/nhl/detroit-red-wings/","153649","160","text/html"
"https://www.usatoday.com/story/news/politics/2023/02/28/how-many-amendments-are-there/10562556002/","173636","167","text/html"
"https://www.usatoday.com/media/latest/photos/sports/","130534","158","text/html"
"https://www.usatoday.com/sports/high-school-sports-awards/","144403","166","text/html"
"https://www.usatoday.com/story/tech/news/2023/02/27/blocked-phone-number-explained/10031244002/","171473","162","text/html"
"https://www.usatoday.com/videos/news/have-you-seen/2023/03/01/close-call-moped-driver-almost-narrowly-avoids-getting-hit-train/11376319002/","141555","170","text/html"
"https://www.usatoday.com/story/entertainment/celebrities/2023/03/01/macklemore-opens-up-recent-relapse-during-covid-shutdown/11379282002/","185900","168","text/html"
"https://www.usatoday.com/story/money/taxes/2023/02/19/what-federal-tax-credit-understanding-how-deduction-works/11106304002/","170773","178","text/html"
"https://www.usatoday.com/sitemap/2017/december/","142774","215","text/html"
"https://www.usatoday.com/sitemap/2021/march/","142531","215","text/html"
"https://www.usatoday.com/sitemap/2022/june/","142379","214","text/html"
"https://www.usatoday.com/tech/","174872","181","text/html"
"https://www.usatoday.com/media/popular/videos/travel/","129608","156","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/02/prosecution-wraps-murdaugh-murder-trial/11379630002/","136343","170","text/html"
"https://www.usatoday.com/story/entertainment/2022/07/05/how-many-pokemon-are-there/7729404001/","177268","173","text/html"
"https://www.usatoday.com/sitemap/2016/","170377","561","text/html"
"https://www.usatoday.com/story/sports/nfl/2023/03/01/nflpa-report-cards-8-most-alarming-findings/11375436002/","199167","171","text/html"
"https://www.usatoday.com/videos/news/nation/2022/11/22/glaad-calls-out-hateful-rhetoric-after-deadly-colorado-shooting/10756114002/","138501","170","text/html"
"https://www.usatoday.com/media/popular/photos/travel/","130318","156","text/html"
"https://www.usatoday.com/story/opinion/columnist/2023/02/28/heal-polarization-listen-martin-luther-king/11358004002/","185899","178","text/html"
"https://www.usatoday.com/money/investing/","157138","166","text/html"
"https://www.usatoday.com/sitemap/2018/february/","142522","212","text/html"
"https://www.usatoday.com/sitemap/2019/may/","142374","215","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/01/firefighter-dies-blaze-led-explosion/11376561002/","132678","167","text/html"
"https://www.usatoday.com/sitemap/2018/august/","142611","215","text/html"
"https://www.usatoday.com/story/exclusive/2021/12/28/local-teams/9041088002/","104250","221","text/html"
"https://www.usatoday.com/sitemap/2015/may/","142371","215","text/html"
"https://www.usatoday.com/story/tech/2023/01/22/what-does-imo-mean/10997315002/","162929","160","text/html"
"https://www.usatoday.com/sports/nfl/new-york-giants/","154837","162","text/html"
"https://www.usatoday.com/story/money/2023/02/28/biden-esg-investing-rule-gop-house-vote/11368297002/","169667","164","text/html"
"https://www.usatoday.com/story/news/nation/2023/03/01/how-to-watch-spacex-nasa-crew-6-dragon-launch/11375497002/","188309","161","text/html"
"https://www.usatoday.com/money/personal-finance/","152025","166","text/html"
"https://www.usatoday.com/sitemap/2020/december/","142774","215","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/02/training-paris-olympics-midst-war-ukraine/11379309002/","136201","170","text/html"
"https://www.usatoday.com/sports/nfl/new-york-jets/","149764","161","text/html"
"https://www.usatoday.com/media/latest/photos/opinion/","130496","156","text/html"
"https://www.usatoday.com/sitemap/2022/","170294","560","text/html"
"https://www.usatoday.com/sitemap/2021/april/","142454","214","text/html"
"https://www.usatoday.com/story/sports/college/2023/03/01/charlie-baker-ncaa-president-five-challenges-athletes-employees-nil/11366911002/","191712","165","text/html"
"https://www.usatoday.com/sitemap/2013/april/","142457","214","text/html"
"https://www.usatoday.com/story/entertainment/celebrities/2023/03/01/jay-leno-burns-new-face-kelly-clarkson-show/11374321002/","187654","173","text/html"
"https://www.usatoday.com/media/latest/videos/","132862","165","text/html"
"https://www.usatoday.com/media/popular/videos/news/","130823","158","text/html"
"https://www.usatoday.com/story/money/personalfinance/2022/10/12/how-much-money-do-you-need-to-retire/7790721001/","185095","175","text/html"
"https://www.usatoday.com/news/nation/","178484","177","text/html"
"https://www.usatoday.com/money/small-business/","142424","156","text/html"
"https://www.usatoday.com/sports/college/notre-dame/","152002","159","text/html"
"https://www.usatoday.com/videos/news/politics/2023/03/01/chicago-mayor-lori-lightfoot-loses-reelection-bid-second-term/11373449002/","139471","170","text/html"
"https://www.usatoday.com/media/popular/sports/","131724","158","text/html"
"https://www.usatoday.com/sports/local/indiana/","152716","164","text/html"
"https://www.usatoday.com/sports/mlb/milwaukee-brewers/","153654","160","text/html"
"https://www.usatoday.com/story/news/2023/02/02/do-dogs-smile-what-does-it-mean/11041600002/","173339","171","text/html"
"https://www.usatoday.com/sitemap/2022/may/","142371","215","text/html"
"https://www.usatoday.com/money/blueprint/auto-insurance/","482839","270","text/html"
"https://www.usatoday.com/tech/reviews/","167245","172","text/html"
"https://www.usatoday.com/money/cars/","154286","166","text/html"
"https://www.usatoday.com/sports/mlb/cleveland-guardians/","149830","160","text/html"
"https://www.usatoday.com/humankind/","143438","182","text/html"
"https://www.usatoday.com/news/ukraine/","130998","157","text/html"
"https://www.usatoday.com/tech/reviewedcom/gifts/","132369","161","text/html"
"https://www.usatoday.com/videos/news/have-you-seen/2023/03/01/parking-garage-roof-collapses-barely-misses-vehicle/11374076002/","138656","170","text/html"
"https://www.usatoday.com/media/popular/photos/news/","129797","158","text/html"
"https://www.usatoday.com/at-home/","157709","182","text/html"
"https://www.usatoday.com/sitemap/2021/july/","142454","215","text/html"
"https://www.usatoday.com/media/latest/news/world/","130119","156","text/html"
"https://www.usatoday.com/story/news/factcheck/2020/02/12/fact-check-guidelines-usa-today/4735217002/","166638","164","text/html"
"https://www.usatoday.com/media/latest/videos/travel/","130379","156","text/html"
"https://www.usatoday.com/for-subscribers/","121120","147","text/html"
"https://www.usatoday.com/story/news/2023/03/01/baby-boomers-age-range-years/11151270002/","162652","168","text/html"
"https://www.usatoday.com/story/travel/2023/03/01/travel-international-health-pharmacists/11250625002/","174918","169","text/html"
"https://www.usatoday.com/sitemap/2016/february/","142608","213","text/html"
"https://www.usatoday.com/sports/wnba/","154790","172","text/html"
"https://www.usatoday.com/story/news/2022/01/02/corrections-clarifications-2022/8883854002/","234907","330","text/html"
"https://www.usatoday.com/sports/nfl/miami-dolphins/","150616","162","text/html"
"https://www.usatoday.com/videos/news/2023/03/01/prosecution-delivers-closing-argument-murdaugh-double-murder-trial/11375579002/","135503","167","text/html"
"https://www.usatoday.com/videos/news/2023/03/01/long-lost-ship-ironton-found-lake-huron-after-128-years/11377542002/","138101","170","text/html"
"https://www.usatoday.com/sitemap/2022/november/","142691","214","text/html"
"https://www.usatoday.com/sports/nfl/new-orleans-saints/","149905","162","text/html"
"https://www.usatoday.com/sitemap/2013/november/","142691","214","text/html"
"https://www.usatoday.com/story/life/health-wellness/2023/02/27/dating-horror-stories-tiktok-bad-dates/11316459002/","182061","169","text/html"
"https://www.usatoday.com/media/popular/videos/","130777","158","text/html"
"https://www.usatoday.com/climate-change/","138490","154","text/html"
"https://www.usatoday.com/story/tech/tips/2022/10/11/how-make-facebook-post-shareable/10352521002/","168157","163","text/html"
"https://www.usatoday.com/sitemap/2019/january/","142694","215","text/html"
"https://www.usatoday.com/travel/experience-america/","151645","166","text/html"
"https://www.usatoday.com/sports/local/ohio/","169937","181","text/html"
"https://www.usatoday.com/story/news/investigations/2023/03/01/congressional-travel-derided-junkets-back-rise/11357975002/","168983","155","text/html"
"https://www.usatoday.com/news/coronavirus/","166229","182","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/01/jury-visits-crime-scene-murdaugh-murder-trial/11375883002/","132773","167","text/html"
"https://www.usatoday.com/sitemap/2020/june/","142379","214","text/html"
"https://www.usatoday.com/story/news/weather/2023/03/02/winter-weather-forecast-thursday-march-2/11377258002/","185873","171","text/html"
"https://www.usatoday.com/sports/local/cleveland/","141199","154","text/html"
"https://www.usatoday.com/pet-care-health/","134068","155","text/html"
"https://www.usatoday.com/horoscopes/","28969","41","text/html"
"https://www.usatoday.com/media/popular/photos/life/","129885","156","text/html"
"https://www.usatoday.com/sitemap/2023/","145256","247","text/html"
"https://www.usatoday.com/story/money/taxes/2023/02/27/irs-transcipt-code-826-846-570-explained/11282025002/","165133","164","text/html"
"https://www.usatoday.com/sitemap/2022/september/","142769","214","text/html"
"https://www.usatoday.com/sports/nfl/indianapolis-colts/","156394","160","text/html"
"https://www.usatoday.com/story/news/nation/2023/02/28/saving-endangered-right-whales-pits-advocates-against-lobstermen/11109487002/?gnt-cfr=1","100679","65","text/html"
"https://www.usatoday.com/opinion/cartoons/","147984","163","text/html"
"https://www.usatoday.com/media/popular/opinion/","129032","156","text/html"
"https://www.usatoday.com/money/blueprint/student-loans/best-private-student-loans/","726428","296","text/html"
"https://www.usatoday.com/money/blueprint/personal-loans/best-personal-loans/","799401","314","text/html"
"https://www.usatoday.com/story/entertainment/celebrities/2023/03/01/jena-malone-sexual-assault-hunger-games-mockingjay/11377999002/","188639","167","text/html"
"https://www.usatoday.com/videos/news/have-you-seen/2023/03/01/rescued-baby-elephant-slides-down-hill-thailand-animal-sanctuary/11375240002/","138346","170","text/html"
"https://www.usatoday.com/money/blueprint/auto-insurance/best-auto-insurance/","890126","268","text/html"
"https://www.usatoday.com/story/life/health-wellness/2023/03/01/jennifer-aniston-sleep-health-insomnia-fitness/11340685002/","185501","164","text/html"
"https://www.usatoday.com/staff/7493724002/connie-schultz/","164275","186","text/html"
"https://www.usatoday.com/media/popular/","130577","158","text/html"
"https://www.usatoday.com/sitemap/2013/january/","142694","215","text/html"
"https://www.usatoday.com/sitemap/2012/october/","142694","215","text/html"
"https://www.usatoday.com/money/blueprint/retirement/what-is-retirement/","530757","268","text/html"
"https://www.usatoday.com/womenofthecentury/","158587","182","text/html"
"https://www.usatoday.com/sitemap/2022/december/","142774","215","text/html"
"https://www.usatoday.com/sports/college/arizona-state-sun-devils/","151176","159","text/html"
"https://www.usatoday.com/money/blueprint/life-insurance/best-life-insurance-companies/","844473","268","text/html"
"https://www.usatoday.com/money/blueprint/images/uploads/2023/02/16003544/what-is-retirement.jpg","800344","0","image/jpeg"
"https://www.usatoday.com/sports/mlb/detroit-tigers/","153729","160","text/html"
"https://www.usatoday.com/pr/","117113","149","text/html"
"https://www.usatoday.com/videos/news/nation/2023/03/02/families-stay-ukrainian-warzone-others-flee/11380383002/","135743","170","text/html"
